N,P,K,temperature,humidity,ph,rainfall,air quality,light intensity,date,yield,ideal_planting_time,next_season_crop
93.38335529,37.81552472,35.43412118,22.95209323,81.58539299,5.608042006,279.6148747,30.22737731,388.6735247,2021-10-04 21:52:38+00:00,39.93,Early June,Corn
94.77427459,42.16582113,35.62879163,24.7785106,83.25577972,5.630853408,288.1083754,29.97044728,377.5672282,2021-09-26 21:52:38+00:00,39.93,Early June,Soybean
91.55633453,37.55794628,37.77723051,23.70536997,84.17468281,5.345950719,283.3879584,33.36464904,379.3465153,2021-09-27 21:52:38+00:00,39.93,Early June,Corn
95.24887155,40.16842377,37.08027538,24.07027652,83.66264812,5.520723743,285.7638765,31.73309741,366.3907039,2021-10-11 21:52:38+00:00,39.93,Early June,Corn
62.07045778,44.64028552,43.84189831,19.83277994,82.51313686,7.424590029,298.2480675,30.67770788,402.3188588,2021-10-02 21:43:04+00:00,26.73,Early June,Corn
58.09813182,38.43005849,44.30912983,21.36705813,83.2303853,7.449876834,291.1829131,29.77000493,403.3397633,2021-10-21 21:43:04+00:00,32.67,Early June,Soybean
57.21971561,44.98274957,44.18449295,21.29566264,81.99209109,7.36486539,293.7731623,30.32132666,410.4812338,2021-10-11 21:43:04+00:00,32.67,Early June,Soybean
58.08066478,43.25585968,44.85761329,21.2358489,82.25783209,7.496265083,297.6564534,31.23425659,400.1349051,2021-10-18 21:43:04+00:00,32.67,Early June,Soybean
60.61491048,42.88946572,44.48863775,18.08807152,82.91181637,7.305810746,304.6579654,30.08175549,388.8051618,2021-09-26 21:43:04+00:00,21.87,Early June,Corn
61.15244483,46.52839979,41.71014832,23.05666088,83.42207188,5.685554575,258.0085856,30.00377997,386.5404109,2021-10-10 02:34:31+00:00,32.67,Early June,Corn
62.6862096,45.94889012,40.54783589,23.4752273,84.26987679,5.495057174,263.4401883,29.17605883,389.4765216,2021-10-04 02:34:31+00:00,32.67,Early June,Soybean
63.78906887,47.31091804,40.088628,25.07937564,83.32128112,5.569889053,259.5130115,29.85508231,405.041059,2021-10-06 02:34:31+00:00,32.67,Early June,Corn
62.15216295,46.47989826,41.3670543,25.79667966,85.04208864,5.535602228,270.0406942,28.88316685,383.8698546,2021-10-17 02:34:31+00:00,32.67,Early June,Corn
62.5770834,43.07528573,39.75399435,24.48803424,83.1701526,5.42036334,253.7785395,30.22894514,401.7155434,2021-10-27 02:34:31+00:00,32.67,Early June,Soybean
61.81277239,40.23088941,38.15377722,22.62641809,81.89412925,6.295791548,247.4649384,26.26987049,401.1192518,2021-10-09 22:09:35+00:00,32.67,Early June,Corn
62.1996955,40.99719935,35.08793786,20.84723599,83.55664387,6.617777615,245.9341631,28.49416551,389.9551571,2021-10-23 22:09:35+00:00,32.67,Early June,Soybean
63.5482274,41.69345281,36.95527517,23.01038658,81.19229298,6.43480924,248.1104545,29.43183847,390.6066935,2021-10-10 22:09:35+00:00,32.67,Early June,Corn
63.95844126,40.31494743,38.45605392,23.08888591,81.50539543,6.554532512,240.5839563,27.29341393,370.6557409,2021-10-12 22:09:35+00:00,32.67,Early June,Soybean
62.72122745,43.71404341,39.26897693,23.21356325,82.33005141,6.488772821,253.2777433,27.06539397,409.6379598,2021-10-13 22:09:35+00:00,32.67,Early June,Soybean
58.4154482,45.29265414,41.98131923,25.02042091,83.98476934,5.450427479,213.0001975,28.90671089,384.3099418,2021-10-31 02:57:35+00:00,32.67,Early June,Corn
62.97186753,47.66727232,42.22925615,25.73198484,83.61048595,5.612849415,217.1482913,28.12707841,406.5626351,2021-11-13 02:57:35+00:00,32.67,Early June,Soybean
65.83799634,48.52020503,41.84331161,24.99794874,83.02083325,5.706431995,208.4562814,24.76382539,393.6619669,2021-10-19 02:57:35+00:00,32.67,Early June,Soybean
65.15869707,45.23893254,42.62145569,25.50884198,82.91149412,5.571689132,205.1465191,29.95956464,388.1446428,2021-11-01 02:57:35+00:00,32.67,Early June,Soybean
64.36553515,47.11784952,39.09385906,27.63333925,84.49097504,5.509603017,215.0746573,28.81969071,377.1583648,2021-11-04 02:57:35+00:00,32.67,Early June,Corn
83.73535105,62.35707501,35.2663579,24.78174999,78.96084907,6.86478691,192.4624088,30.42547273,366.706075,2021-10-31 16:46:04+00:00,32.67,Early June,Corn
80.26119338,57.91499084,35.66878453,25.6760973,82.13295587,6.896561045,196.6672868,28.95374004,361.0613646,2021-11-04 16:46:04+00:00,32.67,Early June,Soybean
79.47052994,59.31210538,34.13453369,25.14920223,82.12405014,6.802174574,197.7295809,27.78497104,359.7627641,2021-10-30 16:46:04+00:00,32.67,Early June,Soybean
83.41154407,59.44379809,33.4843827,25.43451091,79.98327433,6.79430708,203.0043765,28.11635053,350.9356547,2021-11-15 16:46:04+00:00,39.93,Early June,Soybean
82.36309152,58.34006195,37.94306366,27.56684479,79.08457504,6.94936647,200.9148541,30.52377856,358.7082026,2021-11-10 16:46:04+00:00,39.93,Early June,Corn
81.12244258,44.35651205,36.92390838,22.99819699,84.71687227,6.366254515,297.97057,28.95244294,386.5589352,2021-11-26 21:43:33+00:00,39.93,Early June,Corn
81.92113483,39.93748938,42.49741495,24.85877909,86.08512953,6.435692272,294.7067236,27.23219425,389.0963237,2021-11-22 21:43:33+00:00,39.93,Early June,Corn
81.09801547,39.13882562,38.01617661,23.67996147,84.83873546,6.296963571,298.1121699,27.88012512,374.4638365,2021-10-31 21:43:33+00:00,39.93,Early June,Soybean
79.57331121,41.71743447,44.830318,24.45664306,85.0521623,6.264373852,302.5381686,27.41430032,380.749444,2021-11-14 21:43:33+00:00,32.67,Early June,Corn
80.1131469,40.65329412,40.60426179,23.23904556,84.08105196,6.252949032,295.0823182,29.86382994,387.1813529,2021-11-22 21:43:33+00:00,39.93,Early June,Corn
87.47953716,50.44254795,43.29027868,24.84930325,83.08743164,7.2785189,269.1819135,25.80287416,408.7453078,2021-11-06 17:45:43+00:00,39.93,Early June,Soybean
83.66152389,50.2503301,42.49725114,27.16866751,81.05767676,7.129954039,264.8594447,27.80532039,403.8407154,2021-11-06 17:45:43+00:00,39.93,Late May,Wheat
82.40464379,53.34934488,45.32020479,27.36619127,82.16847837,7.192518158,269.8710633,27.73963711,380.5911863,2021-11-10 17:45:43+00:00,39.93,Early June,Soybean
86.73968998,51.51549888,43.44683417,25.41300792,82.01442345,7.205754328,269.0938407,28.16569268,411.523219,2021-11-27 17:45:43+00:00,39.93,Early June,Corn
82.31855742,49.63775496,40.62490902,26.34927804,82.74044723,7.234533855,260.8214417,27.47931146,396.5595705,2021-11-21 17:45:43+00:00,39.93,Early June,Corn
91.8377799,35.8022632,37.72987271,25.35471626,80.57749141,6.143059999,186.0463448,29.07721699,402.7978069,2021-12-09 09:14:03+00:00,32.67,Early June,Soybean
90.48383396,33.64898428,37.12916087,26.76105442,80.46071757,6.00520506,187.3761919,25.98467326,402.1311479,2021-11-23 09:14:03+00:00,32.67,Early June,Corn
95.02857193,38.4795741,38.56191266,25.07933677,79.38120333,6.05022177,184.6269773,28.22315059,402.0600295,2021-11-30 09:14:03+00:00,32.67,Early June,Corn
93.30513316,34.0621212,36.30622593,23.65899586,81.60575335,5.990380675,174.6311232,28.33761286,401.1555442,2021-11-14 09:14:03+00:00,32.67,Early June,Soybean
90.66927265,36.02134242,35.98089226,26.32084127,81.8281974,6.327611852,192.3991924,28.45698581,402.7444512,2021-11-23 09:14:03+00:00,32.67,Early June,Soybean
76.66550377,51.51932545,44.98214374,26.9912446,84.70051869,5.335778701,202.5333329,26.62551045,435.3004197,2021-12-04 01:16:50+00:00,39.93,Early June,Soybean
75.27647344,47.30486819,40.91714769,26.08707041,86.05362648,5.118091117,201.5626733,26.55895924,407.826914,2021-11-23 01:16:50+00:00,39.93,Early June,Corn
79.0156714,49.00332243,41.93668506,26.05338918,83.08840648,5.155026003,194.4994911,25.83738506,426.0962115,2021-11-30 01:16:50+00:00,32.67,Early June,Corn
73.65138425,50.82931344,40.68273706,26.12709225,84.03151058,5.117377122,195.7562983,27.42538687,411.3580164,2021-12-12 01:16:50+00:00,32.67,Early June,Corn
76.4678847,48.99146541,37.59695341,23.32942511,84.20851449,5.044975147,188.6284855,25.6447613,419.6662488,2021-12-04 01:16:50+00:00,32.67,Early June,Corn
73.98704241,41.36284356,34.26855195,23.18532713,84.9999239,7.555543782,223.8622195,27.40514792,389.9942567,2021-12-18 10:59:27+00:00,39.93,Early June,Soybean
73.10017345,38.77314193,37.9200584,24.65340029,85.49818318,7.743600885,233.5797575,26.51840581,367.2675541,2021-12-14 10:59:27+00:00,39.93,Early June,Corn
72.2636586,39.79635554,35.90701139,22.86504326,83.58004754,7.672936338,227.7071309,28.85067221,380.6266735,2021-12-05 10:59:27+00:00,39.93,Early June,Corn
77.13499897,36.85318244,39.66309806,24.768929,84.1186786,7.730151571,236.1982957,27.66208336,392.1114938,2021-12-09 10:59:27+00:00,39.93,Early June,Corn
74.5138606,38.09809307,36.27188553,23.67889015,86.21375986,7.984836341,228.625522,26.73955546,391.8732226,2021-12-14 10:59:27+00:00,39.93,Early June,Soybean
81.07790018,44.64424376,39.16581585,22.68022849,78.92897367,7.011554902,210.4934517,27.67005485,373.7481051,2021-12-22 05:22:50+00:00,39.93,Early June,Corn
80.59889105,44.67648306,38.0609026,22.24614659,81.07511743,7.084068651,202.8871105,26.47774949,363.9580988,2021-12-28 05:22:50+00:00,39.93,Early April,Soybean
78.18844244,40.89820191,36.55831182,22.61024326,80.98214338,6.988706702,213.7711121,27.0602726,404.5996264,2021-12-24 05:22:50+00:00,39.93,Early June,Soybean
83.06945985,41.84432031,36.41087134,23.06044738,81.04082614,7.043915211,213.1642329,26.49006849,398.1080073,2021-12-26 05:22:50+00:00,39.93,Early June,Corn
80.33027318,38.98649121,39.96433026,23.25503247,79.94606997,7.004081162,208.644271,26.31002057,361.8559731,2021-12-15 05:22:50+00:00,39.93,Early June,Corn
89.213469,57.76416385,44.77867223,22.72204084,80.37954815,7.671072176,249.1223735,28.26872078,388.3947733,2021-12-18 08:49:12+00:00,39.93,Early June,Soybean
87.99833787,56.71368258,44.24704573,23.66334856,82.49168899,7.592503381,255.9827786,27.1771151,377.5371148,2021-12-11 08:49:12+00:00,39.93,Early June,Soybean
86.27962405,56.24188527,41.7112452,24.04558491,79.66957433,7.720148889,255.510338,27.05249238,397.0639434,2022-01-06 08:49:12+00:00,39.93,Early June,Corn
87.26851537,54.60417486,49.28778192,25.32684971,80.39459692,7.758015127,246.8944704,28.5033813,374.2908776,2021-12-28 08:49:12+00:00,39.93,Early June,Corn
88.88921044,55.71726686,46.01763807,23.31340074,81.17875075,7.786798905,260.8015779,29.45437904,380.3192268,2022-01-01 08:49:12+00:00,39.93,Early June,Soybean
58.9734635,34.91173623,41.93271243,22.68514153,84.47330289,5.210715431,222.1381717,27.83524917,365.3480594,2021-12-30 17:18:45+00:00,32.67,Early June,Corn
58.97324862,37.85592918,43.51248811,25.03201493,82.33640753,5.432948408,225.1265501,27.9150072,360.8703267,2021-12-26 17:18:45+00:00,32.67,Early June,Soybean
62.04531102,33.99441899,41.66307643,24.38161332,83.3544215,5.456599747,220.1102497,29.97280986,379.3640718,2022-01-12 17:18:45+00:00,32.67,Early June,Corn
58.29114671,36.83403486,44.28265868,22.94744601,83.1632269,5.222766733,214.4432552,28.0266377,357.8659177,2021-12-29 17:18:45+00:00,32.67,Early June,Corn
57.69392967,36.55804469,44.98341668,24.00782925,85.10108387,5.280331104,217.331352,29.74454441,375.0974686,2022-01-10 17:18:45+00:00,32.67,Early June,Corn
79.4780598,63.47844424,39.01771834,17.1416521,79.05325219,6.744181487,208.2879857,28.18374645,361.9318816,2022-01-07 14:01:05+00:00,32.67,Early June,Soybean
71.95242899,59.44096252,36.82476622,20.07788231,78.71855341,6.922225291,207.3066143,30.8236685,367.4224428,2022-01-17 14:01:05+00:00,39.93,Early June,Corn
78.4902673,59.96628427,37.85201263,19.89167317,79.89872551,6.724423997,202.3788793,30.36601149,386.4807288,2022-01-17 14:01:05+00:00,32.67,Early June,Soybean
79.20839367,57.63557852,37.70385089,20.85701532,79.09084677,6.872993868,203.8675297,29.7382934,381.1442461,2022-01-08 14:01:05+00:00,39.93,Early June,Soybean
76.30448155,60.98103017,42.41637174,19.2861375,80.95897252,6.770083287,209.2668827,32.19276639,389.4708464,2022-01-08 14:01:05+00:00,32.67,Early June,Soybean
92.49234399,59.42421017,41.4526148,24.69690497,82.05391809,7.505284144,191.908008,32.80689964,377.697772,2022-01-19 08:01:37+00:00,32.67,Early June,Soybean
91.30118916,58.54673356,39.26705903,25.54283668,83.74118945,7.230500131,190.5229988,30.71925942,392.656707,2022-01-10 08:01:37+00:00,32.67,Late May,Wheat
92.47104253,55.31124069,42.79941598,24.73835347,82.38434202,7.213773769,191.3826,29.93992153,368.6955242,2022-01-16 08:01:37+00:00,32.67,Early June,Soybean
93.56122233,55.69824815,37.27750918,23.47984401,80.63808094,7.307632133,192.8209983,30.80627172,378.4194786,2022-01-28 08:01:37+00:00,32.67,Early June,Soybean
90.18269325,55.50228494,41.89258897,25.72838191,82.05364688,7.512833904,194.6253684,31.30365706,391.5897118,2022-01-14 08:01:37+00:00,32.67,Early June,Corn
64.20018791,60.51325714,41.9233402,22.25799007,81.80282161,5.497655177,223.8275768,32.63384453,403.5019922,2022-01-08 08:44:30+00:00,32.67,Early June,Corn
68.24719514,59.41891469,42.03090063,22.00576572,81.21114201,5.509816018,228.6534583,31.78538192,392.8554536,2022-02-03 08:44:30+00:00,32.67,Early June,Soybean
69.35783727,59.51511549,42.16476533,23.46201756,81.25824845,5.572690563,233.8322885,30.94454254,375.1446219,2022-01-30 08:44:30+00:00,32.67,Early June,Soybean
68.44507902,55.85976792,40.11474814,21.40151947,81.25697263,5.782265638,227.119801,32.72392253,394.9947164,2022-01-19 08:44:30+00:00,32.67,Early June,Soybean
68.14237099,62.91687815,44.03465095,23.36599068,81.38726181,5.762811762,219.6229283,30.86774301,381.7848651,2022-01-28 08:44:30+00:00,32.67,Early June,Soybean
96.61125276,53.1543003,36.24167484,25.4928225,83.95205292,5.554222712,289.2147522,31.55944243,374.1439453,2022-02-02 21:56:57+00:00,39.93,Early June,Soybean
95.15470349,52.35706748,36.00932818,25.64624526,84.87072717,5.595733934,289.6657539,31.63133263,376.8881531,2022-01-15 21:56:57+00:00,39.93,Early June,Soybean
94.84702665,53.4431214,35.18988714,26.09776918,83.36866658,5.347191581,281.1957272,33.46654248,351.0879738,2022-01-16 21:56:57+00:00,39.93,Early June,Corn
95.0686213,51.79607459,37.51990107,25.04762258,84.34207728,5.575786294,286.4432704,29.84453313,363.2149586,2022-01-25 21:56:57+00:00,39.93,Early June,Soybean
99.13823104,52.57465193,35.96851245,27.16525099,85.968035,5.729139174,285.5587501,29.37557868,378.9422035,2022-01-23 21:56:57+00:00,39.93,Early June,Corn
71.9545971,36.38797943,39.18483718,23.96825757,84.34977201,6.091689264,287.7646718,31.06708806,388.4398677,2022-01-29 17:17:26+00:00,39.93,Early June,Corn
72.43605432,40.20748463,38.58055046,22.74450715,85.14606281,6.267763799,271.4105883,30.75508905,392.0136481,2022-02-04 17:17:26+00:00,39.93,Early June,Corn
73.19970084,39.39102236,40.12014803,24.13824935,83.37965125,6.184650221,284.469413,30.80268654,373.0515701,2022-02-08 17:17:26+00:00,39.93,Early June,Corn
74.24131506,39.18659016,37.23539608,24.29251379,86.16427077,6.349720089,288.5875227,29.79230675,374.8884117,2022-02-14 17:17:26+00:00,39.93,Early June,Soybean
74.12643161,39.35618563,41.96360553,24.18561989,86.14982373,6.247016584,275.8927448,31.78185854,374.8094211,2022-01-26 17:17:26+00:00,39.93,Early June,Corn
71.92442757,57.23599606,38.16583707,25.17393864,82.10750752,7.194650373,218.6427728,33.53949372,373.6527805,2022-02-19 21:45:21+00:00,39.93,Early June,Soybean
73.12590245,55.22496645,39.90837154,27.01454589,84.68816085,7.214357406,222.9122769,31.35169243,392.5410666,2022-02-08 21:45:21+00:00,39.93,Late April,Soybean
71.89689253,50.61176948,34.82726694,25.3596957,83.11722658,6.996757425,212.9555264,30.46017207,397.4735618,2022-02-13 21:45:21+00:00,39.93,Early June,Soybean
74.35367832,56.51739551,35.53242133,26.93131415,82.42489171,7.14448234,220.7696153,30.96671601,390.9546888,2022-02-22 21:45:21+00:00,39.93,Early June,Soybean
75.10775117,53.80873765,39.58493083,26.21318545,84.41408977,6.899772481,216.3265257,30.19331132,381.9755202,2022-02-26 21:45:21+00:00,39.93,Early June,Soybean
90.7411987,40.59601103,43.27338471,25.26504955,83.56238794,6.060586483,254.4602334,31.13901124,404.6754158,2022-03-03 06:56:43+00:00,39.93,Early June,Corn
87.95024571,34.07979242,45.86658723,22.4097374,81.92642676,5.792361543,269.4064849,30.16592588,407.5223761,2022-03-01 06:56:43+00:00,39.93,Early June,Corn
91.44016941,38.78346828,45.69229945,23.68105971,81.6188374,5.950846983,273.5066992,29.33384521,410.5421783,2022-03-05 06:56:43+00:00,39.93,Early June,Corn
96.92505659,37.53664425,45.29737826,25.00878067,82.90952881,6.012336546,259.4017655,29.93281812,400.0978572,2022-02-14 06:56:43+00:00,39.93,Early June,Soybean
91.293652,38.77581763,44.12943206,23.69731453,83.25044497,6.065920277,270.1391284,31.87216576,400.7511835,2022-02-25 06:56:43+00:00,39.93,Early June,Soybean
73.51725927,42.9425995,40.09684187,21.25368502,82.46659958,7.384017119,183.9674553,29.23691935,401.9384263,2022-03-10 12:09:37+00:00,32.67,Early June,Corn
70.02254685,46.98504174,40.91658883,20.26378755,82.60455408,7.156093391,197.8345512,29.4753492,420.373456,2022-03-07 12:09:37+00:00,32.67,Early June,Corn
70.88798039,44.06776195,39.89671732,21.40983427,80.60364669,7.073429004,190.6511035,28.8104852,410.7069673,2022-02-28 12:09:37+00:00,32.67,Early June,Soybean
69.81222752,42.13702988,39.59552354,21.18405778,82.6206358,7.279996259,193.4126181,28.17378924,407.9798139,2022-02-12 12:09:37+00:00,26.73,Early June,Corn
71.98682965,47.78191219,40.71748857,19.79765634,80.70174861,7.407098113,180.6484188,30.34881244,399.5648477,2022-02-15 12:09:37+00:00,26.73,Early June,Corn
99.12630187,58.34600851,35.12951285,23.24926012,80.03453898,6.385933308,274.8599277,27.3240792,411.59671,2022-03-17 14:16:11+00:00,39.93,Early June,Corn
98.91134485,60.97527061,38.07459801,20.43259138,81.69049335,6.544188108,293.421499,27.78852218,416.7097988,2022-03-12 14:16:11+00:00,39.93,Early June,Corn
100.2342588,56.29773504,33.84729001,21.48452147,81.06684889,6.559002348,275.1682857,27.88043321,423.0477766,2022-03-13 14:16:11+00:00,32.67,Early June,Corn
98.91099244,55.91871806,30.35298918,21.68829604,80.58368566,6.531129518,278.8950476,29.05768426,425.9175783,2022-03-19 14:16:11+00:00,39.93,Early June,Corn
100.018896,58.4867483,33.47925355,21.12480869,80.06483924,6.712251734,274.6550743,26.9694968,430.0597336,2022-03-03 14:16:11+00:00,32.67,Early June,Soybean
71.6359246,41.94668798,35.81114228,20.86278814,80.66803755,7.555221029,253.3865182,28.5300175,424.0633108,2022-03-14 18:57:34+00:00,39.93,Early June,Corn
69.55604332,37.02381788,37.11354922,21.74330476,81.71009,7.325590969,247.4095646,29.19216923,436.753039,2022-03-04 18:57:34+00:00,32.67,Early June,Soybean
69.63550827,39.48620087,32.23710417,19.91767993,81.53155507,7.825394505,247.4688867,29.25335379,423.9949992,2022-02-28 18:57:34+00:00,26.73,Early June,Soybean
69.64097527,40.47122826,36.92622445,21.39415219,82.72135309,7.713655552,252.4129378,27.90830534,410.0110504,2022-03-02 18:57:34+00:00,32.67,Early June,Soybean
73.09344735,39.13601696,38.76156338,18.63740347,81.13516786,7.486612848,243.1060216,31.16923024,423.4821574,2022-03-11 18:57:34+00:00,32.67,Early June,Soybean
83.44264263,56.8274647,46.29398104,26.05412519,83.84004818,5.804213436,244.3128148,27.59656847,448.3500183,2022-03-21 23:09:38+00:00,39.93,Early June,Corn
83.5785037,58.3338437,44.25339609,25.62214322,83.16237226,5.891960599,245.3671257,27.08130097,424.0082006,2022-03-19 23:09:38+00:00,39.93,Early June,Corn
82.65311428,58.69161335,42.92358957,26.02053225,83.0564583,5.780946639,243.3677195,27.9130014,419.8210773,2022-03-10 23:09:38+00:00,39.93,Early June,Corn
81.82049754,58.05820116,44.66732164,26.40384268,84.10058989,6.143393226,242.8285599,27.68269391,427.0165738,2022-03-29 23:09:38+00:00,39.93,Early June,Corn
82.94258188,56.77138955,44.08997562,26.29625449,84.29703796,5.899223195,246.5507241,26.97020504,434.2692358,2022-03-10 23:09:38+00:00,39.93,Early June,Corn
93.51493654,57.92612089,38.51530186,19.95225247,83.2113458,7.091561388,273.1978869,27.69572832,414.490912,2022-03-23 20:18:36+00:00,32.67,Early June,Soybean
97.97402265,55.41307795,40.344894,19.93194332,84.68366245,6.89545195,275.8302654,28.48884591,409.8203776,2022-03-12 20:18:36+00:00,32.67,Early June,Soybean
92.87135739,60.34740811,37.01736482,19.22394482,84.27702474,6.88638231,279.5322811,26.78185974,397.1847207,2022-04-02 20:18:36+00:00,32.67,Early June,Corn
92.84399093,54.49797027,41.65690084,21.1468677,84.62083241,6.854494778,283.6244483,27.58535853,405.2152865,2022-03-27 20:18:36+00:00,39.93,Early June,Soybean
96.63073106,60.30614487,37.01668626,19.34842606,82.5898121,6.770564724,285.9422492,28.33217465,405.9173335,2022-03-30 20:18:36+00:00,32.67,Early June,Soybean
68.8140164,32.89066986,43.59389917,23.81367245,79.11037617,6.955544214,200.9979265,27.3369937,432.8842046,2022-04-06 20:41:03+00:00,32.67,Early June,Corn
71.23014113,33.8594035,42.02752362,22.29276612,79.72280498,6.720488728,205.2161209,26.14590022,404.7751365,2022-03-28 20:41:03+00:00,39.93,Early June,Soybean
65.452603,37.24663942,44.51314587,22.02508557,80.97668647,7.099630359,203.9502741,27.57561527,424.3978682,2022-04-04 20:41:03+00:00,32.67,Early June,Soybean
69.63473385,37.29448091,42.72993669,23.19015752,82.23182703,6.845268131,203.425547,28.54833245,418.423243,2022-03-22 20:41:03+00:00,32.67,Early June,Soybean
69.63343996,38.3572005,42.30071203,21.34875177,80.70882479,6.999410316,198.7696986,26.61093779,425.0415818,2022-04-02 20:41:03+00:00,26.73,Early June,Corn
77.57954844,46.81950671,42.76020486,20.11170171,82.80354829,5.811994451,270.2434376,28.26220709,421.088659,2022-04-05 02:37:44+00:00,39.93,Early June,Soybean
76.12904884,44.08207593,42.09046054,21.17091695,85.27449668,5.889465405,262.1448931,26.99568435,415.1643849,2022-04-03 02:37:44+00:00,39.93,Early April,Corn
77.67739949,42.15898546,44.74599699,19.4298213,83.57138546,5.634222382,251.3242402,27.89790792,412.2354493,2022-04-22 02:37:44+00:00,32.67,Early June,Soybean
73.75768555,46.48518939,43.09049545,19.21926665,85.36593101,5.62492119,257.9336212,27.11389156,410.7378766,2022-03-30 02:37:44+00:00,32.67,Early June,Corn
78.92238336,46.3479545,41.19576756,22.17784722,83.48763659,5.90016981,255.7879077,29.15254303,429.8980281,2022-04-08 02:37:44+00:00,39.93,Early June,Corn
100.6244766,41.53811269,34.36409625,25.64766652,81.87843479,6.813417691,187.1975052,29.83796591,446.2292261,2022-04-24 10:34:09+00:00,26.73,Early June,Corn
96.21834651,42.08368645,33.18076613,25.66679384,82.13389927,6.753203512,185.8760509,27.80696278,438.3477189,2022-04-16 10:34:09+00:00,32.67,Early June,Soybean
100.8350645,37.63153124,35.14270435,24.89639628,83.53856966,6.491198282,176.8726227,26.29942503,432.295465,2022-04-19 10:34:09+00:00,26.73,Early June,Soybean
95.62055928,42.64126514,32.53493758,24.49196301,83.17289224,6.810369319,180.23088,27.69400105,438.5055844,2022-04-14 10:34:09+00:00,32.67,Early June,Corn
99.32491702,41.20073467,37.62974405,25.89395057,83.10062873,6.697720986,184.1890011,28.96357838,451.8903111,2022-04-08 10:34:09+00:00,32.67,Early June,Corn
99.30481945,56.84186754,35.51278192,20.45897819,79.50308461,5.600117533,203.1073969,25.48754978,448.2537318,2022-04-25 02:58:20+00:00,39.93,Early June,Soybean
102.4210791,55.21048425,40.00881697,22.31903895,79.21321395,5.541059168,203.2027115,25.93848321,432.3039183,2022-04-23 02:58:20+00:00,32.67,Early June,Soybean
101.8177098,48.97198625,41.25399272,22.64141574,81.23625596,5.489638742,198.3616367,27.31537796,422.736616,2022-04-29 02:58:20+00:00,26.73,Early June,Corn
98.51436935,53.79984854,35.32607402,21.14233543,81.02115859,5.562126495,198.0437189,25.49457426,429.6774493,2022-05-04 02:58:20+00:00,32.67,Early June,Soybean
101.6288836,56.73840423,37.98724269,20.56913255,80.46743175,5.439070828,198.8597884,27.48540361,434.0330134,2022-04-15 02:58:20+00:00,26.73,Early June,Soybean
86.18861462,57.39853583,35.86088884,24.94025056,83.28409754,6.802667445,253.0806792,26.40942419,455.753375,2022-04-21 05:08:05+00:00,39.93,Early June,Corn
87.81496157,61.01813365,33.99346204,26.67099292,80.90691153,6.963605114,244.7746161,24.8501636,439.8867202,2022-05-12 05:08:05+00:00,39.93,Early June,Soybean
85.46477329,58.38605424,32.33540838,26.15816925,81.24304184,7.185253706,246.8500545,26.66815779,437.1208364,2022-05-03 05:08:05+00:00,39.93,Early June,Soybean
85.60796457,60.85475331,35.6163613,27.29204427,81.61586936,6.683167641,237.6075784,27.79921602,440.5392014,2022-04-20 05:08:05+00:00,39.93,Early June,Corn
86.96929483,59.49800597,35.95357272,27.34727954,83.35208994,6.789819334,244.7291421,27.08400168,434.9132787,2022-05-04 05:08:05+00:00,39.93,Early June,Corn
71.1580316,44.20911532,39.93214602,24.28389567,80.26964716,4.861655283,257.0433732,26.67466268,432.3042318,2022-05-16 05:30:45+00:00,39.93,Early June,Soybean
71.05213471,45.57029662,40.89033392,22.34446124,80.80936282,4.99664494,258.0576716,28.08055134,437.5892716,2022-04-28 05:30:45+00:00,39.93,Late May,Wheat
71.28716964,44.40489475,42.97979852,23.52216843,80.06847545,5.02966189,263.3144687,26.83810009,451.6489384,2022-04-29 05:30:45+00:00,39.93,Early June,Soybean
68.90832478,46.59189952,41.96782215,24.35201422,79.68080614,5.016496262,261.5363655,26.23819313,433.5633777,2022-05-02 05:30:45+00:00,32.67,Early June,Corn
66.51673423,41.24586618,42.88998645,23.8347012,80.23028569,4.916435445,257.4668005,24.89748039,442.9949729,2022-04-24 05:30:45+00:00,32.67,Early June,Soybean
92.74261026,54.7879396,37.58406728,23.50365489,80.18942019,6.243828698,268.363634,27.44836851,412.6509745,2022-05-01 08:24:36+00:00,39.93,Early June,Corn
92.10628115,54.32941333,34.33061538,24.29450686,80.51594353,6.274296929,263.1628515,28.93902218,423.781665,2022-05-05 08:24:36+00:00,39.93,Early June,Corn
90.48920971,54.57222343,35.74224657,22.79869973,80.38437036,6.374090417,272.9427566,29.82372409,441.7028132,2022-05-24 08:24:36+00:00,39.93,Early June,Corn
88.77685145,55.4694321,34.60137745,22.92259094,80.58813856,6.279534671,265.9837948,27.67383298,410.6271341,2022-05-07 08:24:36+00:00,39.93,Early June,Corn
93.39801487,52.86373737,35.95000835,23.51936796,81.52407698,6.381992516,272.9376539,28.27399176,422.341617,2022-05-06 08:24:36+00:00,39.93,Early June,Soybean
57.91018582,53.12749389,39.94436715,24.31144545,83.14935614,6.919710651,204.4665137,29.75459624,423.2605623,2022-05-09 10:59:52+00:00,32.67,Early June,Soybean
61.97967238,49.11685731,39.9357919,25.79308857,82.80588838,6.814880369,208.7181588,29.05254769,412.3864264,2022-05-15 10:59:52+00:00,32.67,Early June,Corn
62.25181081,56.90248489,42.92647231,24.56897463,84.94136493,6.901599857,206.6762809,28.87210794,419.5245355,2022-05-13 10:59:52+00:00,32.67,Early June,Corn
